name	address	prefecture	phone	flag1	flag2	flag3	flag4	flag5	flag6	flat7	flag8	frozen_egg	frozen_preg	frozen_birth	frozen_rate	clinic_url
旭川医科大学病院	北海道旭川市緑が丘東二条１丁目１番１号	北海道	81166652111	True	True	True	True	False	True	True	True	0	0	0	0	https://www.asahikawa-med.ac.jp/hospital/
国家公務員共済組合連合会　斗南病院	北海道札幌市中央区北四条西7丁目3-8	北海道	81112312121	True	True	True	True	True	True	True	True	0	0	0	0	https://www.tonan.kkr.or.jp/
医療法人社団さっぽろARTクリニック	北海道札幌市北区北七条西４丁目１－２KDX札幌ビル４階	北海道	81117005880	True	True	True	True	True	True	False	False	0	0	0	0	https://sapporoart.jp/
エフ.クリニック	青森県青森市浜田3-3-7	青森県	81177294103	True	True	True	True	True	True	False	False	236	102	81	34	https://www.efclinic.com
弘前大学医学部附属病院	青森県弘前市大字本町５３	青森県	81172335111	True	True	True	True	True	True	True	False	0	0	0	0	https://www.med.hirosaki-u.ac.jp/hospital/index.html
婦人科さかもとともみクリニック	青森県弘前市早稲田3丁目20-6	青森県	81172295080	True	True	True	True	True	True	False	False	0	0	0	0	http://www.sakamoto-t-clinic.jp/
京野アートクリニック盛岡	岩手県盛岡市盛岡駅前通15-5 ワールドインGENプラザビル3階	岩手県	81196134124	True	True	True	True	True	True	False	False	0	0	0	0	https://ivf-kyono-morioka.jp/
岩手医科大学附属内丸メディカルセンター	岩手県盛岡市内丸１９番１号	岩手県	81196136111	True	True	True	True	True	True	False	False	122	61	0	0	https://www.hosp.iwate-med.ac.jp/uchimaru/
仙台ソレイユ母子クリニック	宮城県仙台市太白区大野田4丁目31-3	宮城県	81222485001	True	True	True	True	False	True	False	False	216	106	0	0	https://sendai-soleil.jp/
気仙沼市立病院	宮城県気仙沼市赤岩杉ノ沢8-2	宮城県	81226227100	False	False	False	False	False	False	False	False	0	0	0	0	
スズキ記念病院	宮城県岩沼市里の杜３丁目５－５	宮城県	81223233111	True	True	True	True	True	True	False	False	157	68	52	33	https://www.suzuki-hospital.jp
医療法人佑望会　たんぽぽレディースクリニックあすと長町	宮城県仙台市太白区郡山1-16-8	宮城県	81227387753	True	True	True	True	False	True	False	False	48	11	10	5	https://www.tanpopo-ladies.jp/
京野アートクリニック仙台	宮城県仙台市青葉区本町1-1-1-3F	宮城県	81227228841	True	True	True	True	True	True	True	True	536	261	221	41	https://ivf-kyono.jp/
医療法人正仁会　八乙女レディースクリニック	宮城県仙台市泉区上谷刈1-7-33	宮城県	81227726020	True	False	False	False	False	False	False	False	0	0	0	0	
わたなべ産婦人科　内科・小児科	宮城県大崎市松山千石字松山４４０	宮城県	81229553535	False	False	False	False	False	False	False	False	0	0	0	0	http://w-keyaki.clinic
東北大学病院	宮城県仙台市青葉区星陵町１－１	宮城県	81227177000	True	True	True	True	True	True	False	False	33	14	9	28	https://www.hosp.tohoku.ac.jp/departments-3/d1301/doctor/#dp_menu
はまざきウィメンズクリニック	宮城県仙台市宮城野区高砂1-1-15 関弐番館3階	宮城県	81223888321	False	False	False	False	False	False	False	False	0	0	0	0	
医療法人　かんとうクリニック	宮城県仙台市青葉区本町２丁目１７番２３号	宮城県	81223977762	False	False	False	False	False	False	True	True	0	0	0	0	http://kanto-clinic.jp
メリーレディースクリニック	宮城県仙台市青葉区落合6-1-4	宮城県	81223910315	True	False	False	False	False	False	False	False	0	0	0	0	https://www.mary-lc.jp
医療法人翔仁会仙台ARTクリニック	宮城県仙台市宮城野区名掛丁206-13	宮城県	81227918851	True	True	True	True	True	True	True	True	521	206	65	12	http://sendai-art-cl.jp
大曲母子医院	秋田県大仙市大曲福住町８－１８	秋田県	81187632288	True	True	True	False	True	True	False	False	0	0	0	0	
ゆめクリニック	山形県米沢市東	山形県	81238261537	True	True	True	True	True	True	False	False	0	0	0	0	
山形大学医学部附属病院	山形県山形市飯田西２丁目２－２	山形県	81236331122	True	True	True	True	True	True	True	True	0	0	0	0	https://www1.id.yamagata-u.ac.jp/MIDINFO/
山形大学医学部附属病院	山形県山形市飯田西２丁目２－２	山形県	81236331122	True	True	True	True	True	True	False	False	91	38	27	30	
アートクリニック産婦人科	福島県福島市栄町6-1エスタビル１２階	福島県	81245231132	True	True	True	True	True	True	False	False	122	46	31	25	http://art-clinic.byoinnavi.jp/pc/
いちかわクリニック	福島県福島市南矢野目字鼓田6-1	福島県	81245540303	True	True	True	True	True	True	False	False	0	0	0	0	
（医）ひさこファミリークリニック	福島県郡山市中ノ目1丁目26-2	福島県	81249524415	True	True	True	True	True	True	False	False	0	0	0	0	
一般財団法人温知会　会津中央病院	福島県会津若松市鶴賀町１－１	福島県	81242251515	True	True	True	False	True	True	False	False	0	0	0	0	https://www.onchikai.jp/
医療法人　あべウイメンズクリニック	福島県郡山市富久山町久保田字伊賀河原6-1	福島県	81249234188	True	True	True	True	True	True	False	False	38	14	11	3	http://www.abe-wclinic.jp
医療法人 いわき婦人科	福島県いわき市内郷綴町大木下3-2	福島県	81246272885	True	True	True	True	True	True	False	False	154	65	42	27	
公立大学法人福島県立医科大学附属病院	福島県福島市光が丘１	福島県	81245471111	True	True	True	True	True	True	True	True	0	0	0	0	
医療法人小塙医院　つくばARTクリニック	茨城県つくば市竹園1-6-1　つくば三井ビル4階	茨城県	81298636111	True	True	True	True	True	True	False	False	0	0	0	0	https://www.tsukuba-art.jp/
小塙医院	茨城県小美玉市田木谷169-3	茨城県	81299583185	True	True	True	True	True	True	False	False	0	0	0	0	https://www.ivf-ibaraki.or.jp/
筑波大学附属病院	茨城県つくば市天久保２－１－１	茨城県	81298537668	True	True	True	True	True	True	True	True	0	0	0	0	
医療法人いがらしクリニック	茨城県龍ケ崎市栄町4659-3	茨城県	81297620936	True	True	True	True	True	True	False	False	0	0	0	0	
医療法人藤貴会中央泌尿器科クリニック	茨城県水戸市青柳町4052-6	茨城県	81293025243	False	False	False	False	False	False	True	False	0	0	0	0	http://www.mito-med.or.jp/map_center_21chuuou.html
遠藤産婦人科医院	茨城県筑西市八丁台63	茨城県	81296201000	True	True	True	True	True	True	False	False	0	0	0	0	
獨協医科大学病院	栃木県下都賀郡壬生町大字北小林８８０	栃木県	81282861111	True	True	True	True	True	True	False	False	0	0	0	0	https://www.dokkyomed.ac.jp/hosp-m/#gsc.tab=0
自治医科大学附属病院	栃木県下野市薬師寺３３１１－１	栃木県	81285442111	True	True	True	True	True	True	True	True	0	0	0	0	
那須赤十字病院	栃木県大田原市中田原１０８１番地４（大田原郵便局私書箱第１５号）	栃木県	81287231122	True	True	True	True	True	True	False	False	73	13	5	7	https://www.nasu.jrc.or.jp
城山公園すずきクリニック	栃木県佐野市久保町２６３	栃木県	81283220195	True	True	True	True	True	True	False	False	82	29	0	0	https://suzuki-obgy.com/
医療法人社団平成会　平尾産婦人科医院	栃木県宇都宮市鶴田3-1-4	栃木県	81286485222	True	True	True	True	True	True	False	False	0	0	0	40	http://www.hirao.jp
ときざわレディスクリニック	群馬県太田市小舞木町　256	群馬県	81276602580	True	True	True	True	True	True	False	False	345	139	98	28	http://tokizawa.jp
群馬大学医学部附属病院	群馬県前橋市昭和町３丁目３９－２２	群馬県	81272207111	True	True	True	True	True	True	True	True	50	12	4	8	
ときざわレディスクリニック	群馬県太田市小舞木町256	群馬県	81276602580	True	True	True	True	True	True	False	False	0	0	0	0	http://tokizaw.jp
医療法人愛弘会　横田マタニティーホスピタル	群馬県前橋市下小出町1-5-22	群馬県	81272344135	True	True	True	True	True	True	True	True	116	46	36	31	https://repro.yokotamaternity.com
いまいウイメンズクリニック	群馬県前橋市東片貝町875	群馬県	81272211000	True	True	True	True	True	True	False	False	0	0	0	0	http://imai-womens.com/
医療法人　神岡産婦人科医院　ヒルズレディースクリニック	群馬県前橋市総社町総社3607	群馬県	81272534152	True	True	True	True	True	True	False	False	0	0	0	0	https://www.kamioka.or.jp/
大和たまごクリニック	埼玉県さいたま市岩槻区岩槻5202	埼玉県	81487578100	True	True	True	True	True	True	False	False	0	0	0	0	https://www.daiwa-tamago.com
永井マザーズホスピタル	埼玉県三郷市上彦名607-1	埼玉県	81489591311	True	True	True	True	True	True	False	False	90	43	32	36	https://www.nagai-cl.com
ソフィア祐子レディースクリニック	埼玉県川口市西川口1-26-4　上新建業ビル3F	埼玉県	81482537877	True	True	True	True	True	True	False	False	37	4	3	8	https://www.ivfysatolc.jp/
獨協医科大学埼玉医療センター	埼玉県越谷市南越谷２丁目１－５０	埼玉県	81489652028	True	True	True	True	True	True	True	True	234	90	66	28	
医療法人夢乃樹会ウィメンズクリニックふじみ野	埼玉県富士見市ふじみ野西1-17-3 ハピネスビルふじみ野2F・3F	埼玉県	81492938210	True	True	True	True	True	True	False	False	511	236	172	34	http://www.wcf-reproduction.com/
埼玉医科大学病院	埼玉県入間郡毛呂山町大字毛呂本郷３８	埼玉県	81492761111	True	True	True	True	True	True	False	False	78	11	10	13	https://www.saitama-med.ac.jp/hospital/division/33gynecology/index.html
さくらレディースクリニック	埼玉県所沢市くすのき台3-1-1 角三上ビル2F	埼玉県	81429920371	True	True	True	True	True	True	False	False	131	49	37	28	https://www.sakura-lc.jp/
スピカレディースクリニック	埼玉県加須市南篠崎2252	埼玉県	81480657750	True	True	True	False	True	True	False	False	0	0	0	0	
医療法人慈桜会瀬戸病院	埼玉県所沢市金山町8-6	埼玉県	81429220221	True	True	True	True	True	True	False	False	210	70	55	26	https://www.seto-hospital.or.jp/
埼玉医科大学総合医療センター	埼玉県川越市大字鴨田１９８１	埼玉県	81492283681	True	True	True	True	True	True	False	False	0	0	0	0	http://www.kawagoe.saitama-med.ac.jp
かしわざき産婦人科	埼玉県さいたま市大宮区上小町604-4	埼玉県	81486418077	True	True	True	True	True	True	False	False	0	0	0	0	
あらかきウィメンズクリニック	埼玉県さいたま市南区沼影	埼玉県	81488381107	True	True	True	True	True	True	False	False	0	0	0	0	http://arakaki1107.com
医療法人慈晃会秋山レディースクリニック	埼玉県さいたま市大宮区大成町3-542	埼玉県	81486630005	True	True	True	True	True	True	False	False	0	0	0	0	
おおのたウィメンズクリニック 埼玉大宮	埼玉県さいたま市大宮区大門町2-118 大宮門街WEST3階	埼玉県	81487832218	True	True	True	True	True	True	False	False	0	0	0	0	https://www.ont-womens.com
獨協医科大学埼玉医療センター	埼玉県越谷市南越谷２丁目１－５０	埼玉県	81489652028	True	True	True	True	True	True	True	True	234	90	66	28	
西船橋こやまウィメンズクリニック	千葉県船橋市印内町638-1	千葉県	81474952050	True	True	True	True	True	True	False	False	0	0	0	0	https://koyama-womens.com
大川レディースクリニック	千葉県松戸市馬橋1902	千葉県	81473413011	True	True	True	True	True	True	False	False	0	0	0	0	https://www.okawa-hospital.jp
重城産婦人科小児科	千葉県木更津市万石358	千葉県	81438413700	True	True	True	False	True	True	False	False	0	0	0	0	
医療法人社団春音会さくらウィメンズクリニック	千葉県浦安市北栄1-11-20YOSHIDAビル３階	千葉県	81477007077	True	True	True	True	True	True	False	False	419	179	127	30	
津田沼IVFクリニック	千葉県船橋市前原西2-17-8	千葉県	81474553111	True	True	True	True	True	True	False	False	504	260	0	0	https://www.tsudanuma-ivf-clinic.jp/
くぼのやIVFクリニック	千葉県柏市柏2-5-14	千葉県	81471362601	True	True	True	True	True	True	False	False	0	0	0	0	https://www.kubonoyaivf.jp/about/
医療法人社団光珠会　おおたかの森ARTクリニック	千葉県流山市おおたかの森西1-3-5 K.Mおおたかの森2F	千葉県	81471701541	True	True	True	True	True	True	False	False	0	0	0	0	https://otaka-art.clinic
日吉台レディースクニック	千葉県富里市日吉台2-9-6	千葉県	81476921103	True	True	True	True	True	True	False	False	0	0	0	0	
医療法人社団ファーティル　みやけウィメンズクリニック	千葉県千葉市緑区おゆみ野中央1-18-5	千葉県	81432933500	True	True	True	True	True	True	False	False	0	0	0	0	https://mwclin.com/
本八幡レディースクリニック	千葉県市川市八幡3-3-3-B1F	千葉県	81473227755	True	True	True	True	False	True	False	False	0	0	0	0	
中野レディースクリニック	千葉県柏市柏2-10-11-1F	千葉県	81471620345	True	True	True	True	True	True	False	False	0	0	0	0	
東京歯科大学市川総合病院	千葉県市川市菅野５丁目１１－１３	千葉県	81473220151	True	True	True	True	True	True	True	True	171	29	21	13	https://www.tdc.ac.jp/igh/tabid/734/Default.aspx
医療法人社団　愛慈会　松本レディースリプロダクションオフィス	東京都豊島区東池袋1-41-7池袋東口ビル7F	東京都	81369072555	True	True	True	True	True	True	True	True	549	289	169	31	http://matsumoto-ladies.com
医療法人社団ローズレディースクリニック	東京都世田谷区等々力2-3-18	東京都	81337030116	True	True	True	True	True	True	False	True	0	0	0	0	http://www.roseladiesclinic.jp
秋葉原ART Clinic	東京都台東区上野1-1-12プライム末広町ビル３F	東京都	81358076888	True	True	True	True	True	True	False	False	0	0	0	0	
表参道ARTクリニック	東京都港区北青山3-11-7　Aoビル　11階	東京都	81364335461	True	True	True	True	True	True	False	False	0	0	0	0	https://www.omotesando-art.jp/
銀座こうのとりレディースクリニック	東京都中央区銀座1-3-9 マルイト銀座ビル7階	東京都	81351592077	True	True	True	True	True	True	False	False	0	0	0	0	http://ginzakounotori.com
正裕会　井上レディースクリニック	東京都立川市富士見町1-26-9	東京都	81425262393	True	True	True	True	True	True	False	False	94	48	0	0	http://info@inoue-ladies.jp
東京慈恵会医科大学附属病院	東京都港区西新橋３丁目１９－１８	東京都	81334331111	True	True	True	True	True	True	False	False	198	78	52	26	https://www.hosp.jikei.ac.jp/
医療法人社団春音会さくら・はるねクリニック銀座	東京都中央区銀座1-5-8 ギンザウィローアベニュー6F	東京都	81352506850	True	True	True	True	True	True	False	False	47	19	13	28	http://sakura-ginza.jp
医療法人社団　愛慈会　松本レディースクリニック	東京都豊島区東池袋2-60-3グレイスロータリービル１F	東京都	81359585633	True	True	True	True	True	True	True	False	549	289	169	31	http://matsumoto-ladies.com
東京衛生アドベンチスト病院附属めぐみクリニック	東京都杉並区天沼3-5-2 公生堂ビル３階・B1階	東京都	81353356401	True	True	True	True	True	True	False	False	109	58	41	37	https://www.megumi-cl.info/
ウイメンズクリニック大泉学園	東京都練馬区東大泉1-27-19アラウダ大泉ビル	東京都	81359351010	True	True	True	True	True	True	False	False	0	0	0	0	
東邦大学医療センター大森病院	東京都大田区大森西６丁目１１－１	東京都	81337624151	True	True	True	True	True	True	True	True	0	0	0	0	
医療法人社団ひとみ会臼井医院	東京都足立区東和2-12-18臼井医院	東京都	81336051677	True	True	True	True	True	True	False	False	276	96	72	26	https://usui-clinic.com
医療法人社団永遠幸Natural ART Clinic 日本橋	東京都中央区日本橋東京日本橋タワー８階	東京都	81362625757	True	True	True	True	True	True	True	True	0	0	0	0	https://naturalart.or.jp/
EASE女性のクリニック	東京都中央区入船1-1-24   4~6F	東京都	81332061112	True	False	False	False	False	False	False	False	0	0	0	0	https://ease-clinic.jp
幸町IVFクリニック	東京都府中市府中町1-18-17　コンテント府中1階、2階	東京都	81423650341	True	True	True	True	True	True	False	False	188	39	30	25	https://www.saiwaicho.com
国立国際医療研究センター病院	東京都新宿区戸山１丁目２１－１	東京都	81332027181	True	True	True	True	True	True	False	False	132	45	37	28	https://www.ncgm.go.jp
医療法人オーク会　オーク銀座レディースクリニック	東京都中央区銀座2-6-12 Okura House 7階	東京都	81120009345	True	True	True	True	True	True	True	True	0	0	0	0	https://www.oakclinic-group.com/ginza_ladys/
杉山産婦人科新宿	東京都新宿区西新宿1-19-6　山手新宿ビル1Fから4F	東京都	81353813000	True	True	True	True	True	True	True	True	3944	1623	0	0	https://www.sugiyama.or.jp/shinjuku/
杉山産婦人科新宿	東京都新宿区西新宿1-19-6　山手新宿ビル	東京都	81353813000	True	True	True	True	True	True	True	True	0	0	0	0	https://www.sugiyama.or.jp/shinjuku/
六本木レディースクリニック	東京都港区六本木7-18-18 住友不動産六本木通ビル6階	東京都	815058655330	True	True	True	True	True	True	False	False	0	0	0	0	https://www.sbc-ladies.com/
京野アートクリニック高輪	東京都港区高輪3-13-1 高輪コート５F	東京都	81364084124	True	True	True	True	True	True	True	True	0	0	0	0	https://ivf-kyono.com/
医療法人社団真高会 両角レディースクリニック	東京都中央区銀座2-5-11V88ビルディング3・4F	東京都	81351591101	True	True	True	True	True	True	False	False	0	0	0	0	https://morozumi-lc.com/
Shinjuku ART Clinic	東京都新宿区西新宿住友不動産新宿オークタワー３階	東京都	81353245577	True	True	True	True	True	True	False	False	251	127	103	41	https://www.shinjukuart.com
医療法人社団永遠幸　新橋夢クリニック	東京都港区新橋2-5-1 EXCEL新橋 3F～7F	東京都	81335932121	True	True	True	True	True	True	True	True	658	358	278	43	https://www.yumeclinic.net
torch clinic	東京都渋谷区恵比寿4-3-14 恵比寿SSビル 8階	東京都	81364477910	True	True	True	True	True	True	False	False	0	0	0	0	https://torch.clinic/
帝京大学医学部附属病院	東京都板橋区加賀２丁目１１－１	東京都	81339641211	True	True	True	True	True	True	True	True	0	0	0	0	
医療法人社団輝翠会　峯レディースクリニック	東京都目黒区自由が丘2-10-4ミルシェ自由が丘4階	東京都	81357318161	True	True	True	True	True	True	False	False	0	0	0	0	https://www.mine-lc.jp/
東京医科大学病院	東京都新宿区西新宿6-7-1	東京都	81333426111	True	True	True	True	True	True	False	False	0	0	0	0	https://hospinfo.tokyo-med.ac.jp/
五の橋レディスクリニック	東京都江東区亀戸6-26-5 日土地亀戸ビル８階	東京都	81358362600	True	True	True	True	True	True	False	False	149	60	42	28	
芝公園かみやまクリニック	東京都港区芝2-9-10 ダイユウビル１階	東京都	81364145641	True	True	True	True	True	True	False	False	0	0	0	0	http://www.s-kamiyamaclinic.com/
武蔵境いわもと婦人科クリニック	東京都武蔵野市境南町3-14-6　山桃ビル2F	東京都	81422313737	True	True	True	True	True	True	False	False	0	0	0	0	
千絵レディースクリニック代々木上原	東京都渋谷区西原	東京都	81954652277	True	False	False	False	False	False	False	False	0	0	0	0	http://chielc.com
田園都市レディースクリニック二子玉川	東京都世田谷区玉川2-24-24　セゾン玉川５階	東京都	81337072455	True	True	True	True	True	True	False	False	74	33	20	27	https://www.denentoshi-lady.com/futagotamagawa/
社会福祉法人　恩賜財団　済生会支部 神奈川県済生会横浜市東部病院	神奈川県横浜市鶴見区下末吉３丁目６－１	神奈川県	81455763000	True	True	True	True	True	True	True	False	53	20	13	25	https://www.tobu.saiseikai.or.jp/
山下湘南夢クリニック	神奈川県藤沢市鵠沼石上1-2-10KENEDIX藤沢4階	神奈川県	81466555011	True	True	True	True	True	True	True	True	352	164	109	31	https://ysyc-yumeclinic.com
産婦人科クリニックさくら	神奈川県横浜市青葉区新石川2-9-3	神奈川県	81459119936	True	True	True	True	True	True	False	False	0	0	0	0	https://www.cl-sacra.com
医療法人社団福順会　福田ウイメンズクリニック	神奈川県横浜市戸塚区品濃町549-2三宅ビル7F	神奈川県	81458255525	True	True	True	True	True	True	False	False	162	71	48	30	https://fukuda-wclinic.com/
綱島ゆめみ産婦人科	神奈川県横浜市港北区綱島西3-2-23	神奈川県	81455431103	True	True	True	True	False	True	False	False	0	0	0	0	https://www.yumemi-sanfujinka.com
医療法人愛育会　愛育レディーズクリニック	神奈川県大和市南林間2-13-3	神奈川県	81462773316	True	True	True	True	True	True	False	False	68	28	22	32	https://www.aiikucl.jp/
北里大学病院	神奈川県相模原市南区北里１丁目１５番１号	神奈川県	81427788111	True	True	True	True	True	True	False	False	0	0	0	0	
医療法人社団慶秀会 神奈川ARTクリニック	神奈川県相模原市南区相模大野6-19-29	神奈川県	81427013855	True	True	True	True	True	True	False	False	608	350	0	0	https://www.kanagawa-art.jp/
田園都市レディースクリニック	神奈川県横浜市青葉区あざみ野1-5-1	神奈川県	81459055524	True	True	True	True	True	True	True	False	1169	558	413	35	https://www.denentoshi-lady.com/
産婦人科クリニックさくら	神奈川県横浜市青葉区新石川2-9-3	神奈川県	81459119936	True	True	True	True	True	True	False	False	0	0	0	0	https://www.cl-sacra.com
コシ産婦人科医院	神奈川県横浜市神奈川区白楽71-8	神奈川県	81454322525	True	True	True	True	True	True	False	False	0	0	0	0	http://www.koshi-sanfujinka.com
みなとみらい夢クリニック	神奈川県横浜市西区みなとみらい3-6-3MMパークビル２階・３階	神奈川県	81452283131	True	True	True	True	True	True	True	True	170	62	48	28	https://mm-yumeclinic.com
CMポートクリニック	神奈川県横浜市都筑区茅ケ崎中央50-17 B1F	神奈川県	81459483761	True	True	True	True	True	True	False	False	162	50	40	25	http://cm-port@cm-port.com
東海大学医学部付属病院	神奈川県伊勢原市下糟屋１４３	神奈川県	81463931121	True	True	True	True	True	True	False	False	0	0	0	0	
アモルクリニック	神奈川県横浜市港北区新横浜3-20-3-701	神奈川県	81454751000	True	True	True	True	True	True	False	False	0	0	0	0	https://amor-clinic.jp/
聖マリアンナ医科大学	神奈川県川崎市宮前区菅生２丁目１６－１	神奈川県	81449778111	True	True	True	True	True	True	False	False	0	0	0	0	
医療法人社団三成会　新百合ヶ丘総合病院	神奈川県川崎市麻生区古沢	神奈川県	81443229991	True	True	True	True	True	True	False	False	184	62	42	23	https://www.shinyuri-hospital.com
湘南茅ヶ崎ARTレディースクリニック	神奈川県茅ヶ崎市浜見平10-2 BRANCH3 2階	神奈川県	81467815726	True	True	True	True	False	True	False	False	0	0	0	0	https://chigasaki-art-lc.jp/
立川メディカルセンター立川綜合病院	新潟県長岡市旭岡１丁目２４番地	新潟県	81258333111	True	True	True	True	True	True	True	True	0	0	0	0	https://www.tatikawa.or.jp/tatikawa/
医療法人社団　恵和会　ミアグレースクリニック新潟	新潟県新潟市中央区東万代町9-38 ロイヤルパークスER万代1階	新潟県	81252461122	True	True	True	True	True	True	True	True	0	0	0	0	https://mia-grace-niigata.jp/
立川メディカルセンター立川綜合病院	新潟県長岡市旭岡１丁目２４番地	新潟県	81258333111	True	True	True	True	True	True	True	True	0	0	0	0	https://www.tatikawa.or.jp
医療法人社団フロール菅谷ウイメンズクリニック	新潟県上越市新光町	新潟県	81255467660	True	True	True	True	True	True	False	False	0	0	0	0	https://www.sugaya-women.jp
医療法人社団　関塚医院	新潟県新発田市中田町2-17-15	新潟県	81254261405	True	True	True	True	False	True	False	False	0	0	0	0	
新津産科婦人科クリニック	新潟県新潟市江南区横越中央7丁目1番7号	新潟県	81253844103	True	True	True	True	True	True	False	False	0	0	0	0	https://www.sankafujinka.jp
医療法人社団　ロイヤルハートクリニック	新潟県新潟市中央区天神尾１丁目17番5号	新潟県	81252441122	True	True	True	True	True	True	False	False	53	17	12	23	https://www.royal-heart-clinic.com/index1.html
あいARTクリニック	富山県高岡市下伏間江	富山県	81766273311	True	True	True	True	True	True	False	False	0	0	0	0	
富山県立中央病院	富山県富山市西長江２丁目２－７８	富山県	81764241531	True	True	True	True	True	True	False	False	0	0	0	0	http://www.tch.pref.toyama.jp
小嶋ウィメンズクリニック	富山県富山市五福521-1	富山県	81764321788	True	True	True	True	True	True	True	True	0	0	0	0	https://www.kojima-womensclinic.com/
富山県済生会富山病院	富山県富山市楠木３３－１	富山県	81764371111	False	False	False	False	False	False	True	True	0	0	0	0	https://www.saiseikai-toyama.jp/
女性クリニックWe富山	富山県富山市根塚町1-5-1	富山県	81764935580	True	True	True	True	True	True	False	False	122	16	14	12	https://we-toyama.jp/
医療法人社団康仁会　金沢たまごクリニック	石川県金沢市諸江町中丁327番1	石川県	81762373300	False	True	True	True	True	True	False	False	356	121	85	24	
鈴木レディスホスピタル	石川県金沢市寺町2-8-36	石川県	81762423155	True	True	True	True	True	True	True	True	0	0	0	0	https://www.suzukilh.com
金沢市立病院	石川県金沢市平和町3丁目7番3号	石川県	81762452600	False	False	False	False	False	False	False	False	0	0	0	0	
本多レディースクリニック	福井県福井市宝永4丁目2番18号	福井県	81776246800	True	True	True	True	True	True	False	False	0	0	0	0	https://www.honda-lc.or.jp/
福井大学医学部附属病院	福井県吉田郡永平寺町松岡下合月２３－３	福井県	81776613111	True	True	True	True	True	True	True	True	37	10	4	11	https://www.hosp.u-fukui.ac.jp/
医療法人磐長会このはな産婦人科	山梨県甲斐市西八幡1950-1	山梨県	81552255500	True	True	True	True	True	True	False	False	0	0	0	0	https://www.konohana-obgy.com/guide.html
甲府昭和婦人クリニック	山梨県中巨摩郡昭和町清水新居1215-1	山梨県	81552265566	True	True	True	True	True	True	False	False	0	0	0	0	http://yoshida-fujin-clinic.com
国立大学法人山梨大学医学部附属病院	山梨県中央市下河東１１１０	山梨県	81552731111	True	True	True	True	True	True	True	True	245	93	71	29	https://www.hosp.yamanashi.ac.jp/
医療法人佐久平リプロダクションセンター　佐久平エンゼルクリニック	長野県佐久市長土呂１２１０−１	長野県	81267675816	True	True	True	True	True	True	False	False	457	175	129	28	https://www.sakudaira-angel-clinic.jp/
佐久市立国保浅間総合病院	長野県佐久市岩村田１８６２－１	長野県	81267672295	True	True	True	True	True	True	False	False	76	24	23	30	
JA長野厚生連　南長野医療センター篠ノ井総合病院	長野県長野市篠ノ井会666番地1	長野県	81262922261	True	True	True	True	True	True	True	True	84	27	18	21	https://shinonoi-ghp.jp/
医療法人　未来ART　OKAレディースクリニック	長野県長野市下氷鉋1-14-1	長野県	81262850123	True	True	True	True	False	True	False	False	0	0	0	0	
医療法人登誠会諏訪マタニティークリニック	長野県諏訪郡下諏訪町１１２番地１３	長野県	81266286100	True	True	True	True	True	True	True	False	301	156	124	41	http://temporary.e-smc.jp/info/
長野赤十字病院	長野県長野市若里５丁目２２－１	長野県	81262264131	True	True	True	True	True	True	True	True	0	0	0	0	http://www.nagano-med.jrc.or.jp
